trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
732,False,"{'a': 0.4, 'e': 0.10858182327891791}",25,14,21.427929706684864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.10659343241061792}",30,13,10.262644865070467,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.10460461516873039}",20,8,8.465366234383081,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.4, 'e': 0.10261537950852166}",20,9,25.25100461031354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.4, 'e': 0.10062573338693172}",20,0,-5.33818938732565,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
737,False,"{'a': 0.4, 'e': 0.0986356847625424}",35,0,54.43898031230083,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
738,False,"{'a': 0.4, 'e': 0.09664524159554555}",20,12,17.20086135909858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4, 'e': 0.09465441184771117}",20,16,7.927428784973111,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.4, 'e': 0.09266320348235561}",25,8,27.698607094381398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.09067162446430967}",20,9,7.195111855593291,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.4, 'e': 0.08867968275988676}",25,7,36.8997515047649,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.4, 'e': 0.08668738633685107}",20,10,19.016731084396493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.08469474316438559}",30,12,-11.807007441259989,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
745,False,"{'a': 0.4, 'e': 0.0827017612130604}",20,16,7.518446253636403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.4, 'e': 0.08070844845480062}",25,19,11.622451784407648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.4, 'e': 0.07871481286285463}",25,18,9.64598086887516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.4, 'e': 0.07672086241176214}",20,10,20.69072940645837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.4, 'e': 0.0747266050773223}",20,6,26.53674849169781,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.4, 'e': 0.07273204883656179}",20,13,2.993912441781651,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.4, 'e': 0.0707372016677029}",20,15,-1.928159516866539,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.4, 'e': 0.06874207155013166}",25,15,21.967550993475246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.4, 'e': 0.06674666646436589}",25,6,13.193912133842229,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.4, 'e': 0.06475099439202324}",20,11,16.717690027156678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.4, 'e': 0.06275506331578937}",20,13,11.111311825930022,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.4, 'e': 0.0607588812193859}",25,9,28.359073925595066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.4, 'e': 0.058762456087538564}",20,3,18.864967761914524,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.4, 'e': 0.05676579590594523}",20,7,16.457703754075425,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.4, 'e': 0.05476890866124396}",25,13,19.766744706201123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.4, 'e': 0.05277180234098107}",20,16,7.48164575808118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.4, 'e': 0.05077448493357918}",20,9,20.535910388407515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.4, 'e': 0.04877696442830525}",25,6,21.100419516262438,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,17,23.36730784351654,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,18,21.733141586398435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,18.24616218649661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,26.71986363411797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,3,34.97527036109828,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,26.090051533085575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,3,26.732820788157852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,20.724520484562895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,24.847752954716025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.511961450150691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
